[01:51:57] [INIT] KubeJS 2001.6.5-build.16; MC 2001 forge
[01:51:57] [INIT] Loaded plugins:
[01:51:57] [INIT] - dev.latvian.mods.kubejs.forge.BuiltinKubeJSForgePlugin
[01:51:57] [INIT] - net.threetag.palladium.compat.kubejs.PalladiumKubeJSPlugin
[01:51:57] [INIT] - com.tom.createores.kubejs.KubeJSExcavation
[01:51:58] [INFO] example.js#5: Hello, World! (Loaded startup scripts)
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/symbiote_toxin_dna.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/symbiote_sleeper_dna.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/symbiote_scream_dna.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/symbiote_scorn_dna.js in 0.005 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/symbiote_riot_dna.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/symbiote_phage_dna.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/symbiote_montechiari_dna.js in 0.004 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/symbiote_misery_dna.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/symbiote_lasher_dna.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/symbiote_inumis_dna.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/symbiote_hybrid_dna.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/symbiote_host_rider_dna.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/symbiote_grendel_dna.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/symbiote_fang_dna.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/symbiote_fallout_dna.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/symbiote_empty_dna.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/symbiote_curse_dna.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/symbiote_carnage_dna.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/symbiote_bloom_dna.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/symbiote_agony_dna.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/speedforce_chemicals.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/speed_power.js in 0.003 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/sound_poisoning.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/sleep_condition.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/shock.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/scoreboard_math.js in 0.002 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/scoreboard_ability.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/scarab_shield.js in 0.001 s
[01:51:58] [INFO] addonpack_fsang_hero:kubejs_scripts/rf_percentage_condition.js#2: Loaded Java class 'net.threetag.palladium.compat.curiostinkets.CuriosTrinketsUtil'
[01:51:58] [INFO] addonpack_fsang_hero:kubejs_scripts/rf_percentage_condition.js#3: Loaded Java class 'net.threetag.palladium.energy.EnergyHelper'
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/rf_percentage_condition.js in 0.014 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/rf_hud.js in 0.003 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/remove_hand_item_ability.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/radiant_black_hole.js in 0.002 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/psychic_damage.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/power_dampen.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/phoenix_healing.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/magnetism_poisoning.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/leap_back.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/leap.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/kryptonite_poisoning.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/iventory_condition.js in 0.003 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/is_rf_condition.js in 0.003 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/ice_block.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/hellspawn.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/height_condition.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/hand_condition.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/get_energy_condition2.js in 0.004 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/get_energy_condition.js in 0.002 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/gamma_radiation.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/freezing.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/entity_damage.js in 0.002 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/enderchest_ability.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/dynamic_attribute.js in 0.002 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/drain_per_tick.js in 0.005 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/curios_trinkets_condition.js in 0.002 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/block_condition.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/asgardian_effect.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/ad_astra_breathing.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_fsang_hero:kubejs_scripts/ad_astra_ability.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/wall_climb_roof_condition.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/wall_climb_move_condition.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/wall_climb_condition.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/wall_climb.js in 0.007 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/use_genetic_blocker.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/stone_stat_index.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/stone_index.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/stockpile_debuffs.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/stockpile_ability.js in 0.009 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/stat_ability.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/speed_auto_attack.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/spatial_repair_damage.js in 0.004 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/spatial_armaments_weapon.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/spatial_armaments_cycle.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/spatial_armaments.js in 0.002 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/shanti_virus_improved.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/shanti_virus.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/replication.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/radiation.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/punch_radius_damage.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/power_score_reset.js in 0.002 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/pocket_storage.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/pocket_shift.js in 0.002 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/pocket_reality_end.js in 0.003 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/pocket_reality_domain_water.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/pocket_reality_domain_lava.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/pocket_reality_domain.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/pocket_reality.js in 0.002 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/pocket_eject.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/overload_condition.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/ocular_tags.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/ocular_emulate.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/motion_abil_score.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/motion_abil.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/main_hand_condition.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/intuitive_replication.js in 0.008 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/intuitive_copy.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/infinity.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/in_pocket_condition.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/in__domain_pocket_condition.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/has_abilities_condition.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/geo_armor_stats.js in 0.003 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/geo_armor_reset.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/geo_armor_ability.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/genetic_test.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/genetic_stability_debuffs.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/genetic_booster.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/empathic_cost.js in 0.003 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/empathic_call.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/death_stam_remove.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/cycle_replication.js in 0.002 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/cycle_ocular.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/cycle_intuitive_origin.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/cycle_intuitive.js in 0.002 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/cycle_genetic_power.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/cycle_ability_empathic.js in 0.002 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/cycle_ability.js in 0.002 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/cryokinetic_armoury.js in 0.002 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/catalyst_transfer.js in 0.001 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/burning.js in 0.0 s
[01:51:58] [INFO] Loaded script addonpack_heroes:kubejs_scripts/brain_scan.js in 0.003 s
[01:51:59] [INFO] Loaded script addonpack_heroes:kubejs_scripts/brain_create.js in 0.005 s
[01:51:59] [INFO] Loaded script addonpack_heroes:kubejs_scripts/base_power_max_con.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_heroes:kubejs_scripts/base_power.js in 0.004 s
[01:51:59] [INFO] Loaded script addonpack_heroes:kubejs_scripts/aoe_damage_proj.js in 0.002 s
[01:51:59] [INFO] Loaded script addonpack_heroes:kubejs_scripts/aoe_damage.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_heroes:kubejs_scripts/ability_weight.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_heroes:kubejs_scripts/ability_transfer.js in 0.006 s
[01:51:59] [INFO] Loaded script addonpack_heroes:kubejs_scripts/ability_replication.js in 0.002 s
[01:51:59] [INFO] Loaded script addonpack_heroes:kubejs_scripts/ability_removable.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_heroes:kubejs_scripts/ability_registry.js in 0.002 s
[01:51:59] [INFO] Loaded script addonpack_heroes:kubejs_scripts/ability_randomizer.js in 0.013 s
[01:51:59] [INFO] Loaded script addonpack_heroes:kubejs_scripts/ability_index.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_heroes:kubejs_scripts/ability_empathic.js in 0.006 s
[01:51:59] [INFO] Loaded script addonpack_heroes:kubejs_scripts/ability_absorption.js in 0.006 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/wither_touch.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/weather_ult.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/water_ult.js in 0.006 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/wall_climb_move_condition.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/wall_climb_condition.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/wall_climb.js in 0.002 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/telekinesis.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/speed_increase.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/sink.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/reality_warp.js in 0.002 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/pocket_travel.js in 0.008 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/motion.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/ice_block.js in 0.002 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/heal.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/freeze_immune.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/freeze.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/energy_regen4.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/energy_regen3.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/energy_regen2.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/energy_regen.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/diamond_ult.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/dash.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/big_diamond_ult.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/aoe_damage_once.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/aoe_damage.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/ability_randomizer.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_sgoc:kubejs_scripts/ability_list.js in 0.001 s
[01:51:59] [INFO] addonpack_knights_of_britannia:kubejs_scripts/projectile_with_offset.js#3: Loaded Java class 'net.minecraft.world.phys.Vec3'
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/projectile_with_offset.js in 0.002 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/generic/stat_scan_start.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/generic/stat_scan.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/generic/stamina_regen_stop.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/generic/mana_regen_stop.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/shinobi_substitute.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/sharingan_jikan_kill.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/super_leap.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/sharingan_jikan_stop.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/conjurer_joke.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/byakugan_trigrams_32.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/byakugan_trigrams_8.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/rinnegan_rekka.js in 0.002 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/lostvayne_clone.js in 0.004 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/projectile_script.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/aoe_damage.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/leap.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/sharingan_jikan_set.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/byakugan_trigrams_64.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/dynamic_leap.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/shinobi_leap.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/byakugan_trigrams_4.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/geass_obedience_ready.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/race/goddess/randomize_goddess_eyes.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/sharingan_genjutsu_illusion.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/tsukuyomi_start.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/still_clone.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/sharingan_stare_start.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/byakugan_trigrams_2.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/byakugan_trigrams_16.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/tsukuyomi_stare.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/byakugan_position_set.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/geass_obedience_start.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/sharingan_jikan.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/commit_superpower/convert_shinobi.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/commit_superpower/commit_goddess.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/commit_superpower/commit_nephilim.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/commit_superpower/commit_giant.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/commit_superpower/commit_demon.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/commit_superpower/commit_random.js in 0.001 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/commit_superpower/commit_fairy.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/commit_superpower/commit_human.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/conditions/weapon_in_off_hand.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/conditions/perceptive_eyes.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/conditions/weapon_in_hand.js in 0.0 s
[01:51:59] [INFO] Loaded script addonpack_knights_of_britannia:kubejs_scripts/sharingan_stare_ready.js in 0.001 s
[01:51:59] [INFO] Loaded 224/224 KubeJS startup scripts in 1.271 s with 0 errors and 0 warnings
[01:51:59] [WARN] addonpack_fsang_hero:kubejs_scripts/vulcan_shield2.js#12: blockBuilder.material(string) is no longer supported! Use .soundType(SoundType) and .mapColor(MapColor) instead!
[01:51:59] [WARN] addonpack_fsang_hero:kubejs_scripts/vulcan_shield1.js#12: blockBuilder.material(string) is no longer supported! Use .soundType(SoundType) and .mapColor(MapColor) instead!
[01:51:59] [WARN] addonpack_fsang_hero:kubejs_scripts/scarab_shield.js#12: blockBuilder.material(string) is no longer supported! Use .soundType(SoundType) and .mapColor(MapColor) instead!
